Gene ID	Gene Name	g2_g1.p-value	g2_g1.log2foldchange
AFUA_6G06340		0.979279749634869	0
AFUA_6G06345		0.513300645629464	0.5
AFUA_6G06350		0.633792725607621	-0.4
AFUA_6G06360		NA	-1.2
AFUA_6G06370		0.0551751184129649	1.3
AFUA_6G06380		0.112057182636772	1.3
AFUA_6G06390		NA	0.5
AFUA_6G06400		0.341701066603065	-0.6
AFUA_6G06410		NA	-0.5
AFUA_6G06420		0.956043179841406	-0.1
AFUA_6G06430		0.0322829599581532	1.5
AFUA_6G06440		0.815917001391296	-0.2
AFUA_6G06450		0.237889032782312	-0.8
AFUA_6G06460		0.318019265661834	1
AFUA_6G06470		0.484587995969965	0.9
AFUA_6G06480		NA	-0.2
AFUA_6G06490		0.611308880922786	0.4
AFUA_6G06500		0.692472701732444	0.3
AFUA_6G06510		0.430546902341732	-0.6
AFUA_6G06520		NA	-0.1
AFUA_6G06530		NA	-0.1
AFUA_6G06535		NA	0.1
AFUA_6G06540		0.323061719164733	-0.7
AFUA_6G06550		0.15320358069582	1.1
AFUA_6G06560		NA	0.9
AFUA_6G06570		0.741809446732327	0.3
AFUA_6G06580		0.558069335199675	-0.4
AFUA_6G06590		0.633854772514596	0.4
AFUA_6G06600		NA	-0.2
AFUA_6G06610		NA	-0.1
AFUA_6G06620		NA	0.5
AFUA_6G06630		0.669505470240723	0.3
AFUA_6G06640		0.426971791260814	-0.9
AFUA_6G06650		NA	-0.7
AFUA_6G06660		NA	-1
AFUA_6G06670		0.0785470517612566	-1.7
AFUA_6G06680		0.066642152651268	-1.4
AFUA_6G06690		NA	0.3
AFUA_6G06700		NA	0.2
AFUA_6G06710		NA	0.3
AFUA_6G06720		0.973985046377396	0
AFUA_6G06730		NA	0.2
AFUA_6G06740		0.56023524616342	0.5
AFUA_6G06750		0.606826819896927	-0.3
AFUA_6G06760		0.186754532775386	0.8
AFUA_6G06770		0.47371458862879	0.6
AFUA_6G06780		0.816495544894507	0.2
AFUA_6G06790		0.219662391407838	0.9
AFUA_6G06800		0.199772875733182	1.1
AFUA_6G06810		NA	2.1
AFUA_6G06820		NA	0
AFUA_6G06830		0.0434664469621252	1.4
AFUA_6G06840		0.063090479777867	1.5
AFUA_6G06850		0.937499166557488	0.1
AFUA_6G06860		0.58311411892542	0.5
AFUA_6G06870		0.113549564821605	1.2
AFUA_6G06880		0.30331376417278	0.9
AFUA_6G06890		0.14226875995751	1.3
AFUA_6G06900		0.48956431268213	0.4
AFUA_6G06910		0.94114427671237	-0.1
AFUA_6G06920		NA	-0.3
AFUA_6G06930		NA	-0.8
AFUA_6G06940		NA	-0.4
AFUA_6G06950		0.66201314214781	0.4
AFUA_6G06960		NA	-1.4
AFUA_6G06970		NA	-1.3
AFUA_6G06986	AFUA_6G06986	NA	-0.6
AFUA_6G06990		NA	-0.1
AFUA_6G07000		NA	-0.3
AFUA_6G07005	AFUA_6G07005	NA	-0.1
AFUA_6G07010		NA	-0.4
AFUA_6G07020		NA	-0.6
AFUA_6G07030		NA	-0.5
AFUA_6G07040		NA	-0.8
AFUA_6G07050		NA	-0.2
AFUA_6G07055		NA	-1.4
AFUA_6G07060		NA	-0.4
AFUA_6G07070		NA	-1.4
AFUA_6G07080		0.537742453947758	0.5
AFUA_6G07090		NA	-0.8
AFUA_6G07100		0.176865967539832	1.1
AFUA_6G07110		0.40963273634134	0.8
AFUA_6G07120		0.928103901562466	0.1
AFUA_6G07130		0.620235186237976	0.4
AFUA_6G07140		NA	0.5
AFUA_6G07150		NA	0.8
AFUA_6G07160		0.54323749367486	0.5
AFUA_6G07170		0.541131923753452	0.5
AFUA_6G07180		NA	0.6
AFUA_6G07190		NA	-0.2
AFUA_6G07200		NA	-0.7
AFUA_6G07210		0.070298261903482	1.2
AFUA_6G07220		NA	0.7
AFUA_6G07230		NA	-1.4
AFUA_6G07240		NA	0.3
AFUA_6G07250		0.614509257926614	0.4
AFUA_6G07260		0.493089231758088	-0.6
AFUA_6G07270		0.626989028974038	0.6
AFUA_6G07280		0.703312767408734	-0.3
AFUA_6G07290		0.766714940393294	0.3
AFUA_6G07300		0.347772598939468	0.6
AFUA_6G07310		0.302571922345161	0.7
AFUA_6G07320		0.418361531147282	0.6
AFUA_6G07330		0.0175933859221876	1.6
AFUA_6G07340		NA	-0.2
AFUA_6G07350		NA	-0.9
AFUA_6G07360		0.0592668586129721	1.5
AFUA_6G07370		NA	-0.8
AFUA_6G07380		NA	1.1
AFUA_6G07390		0.918963193705653	0.1
AFUA_6G07400		0.251562279797623	-1
AFUA_6G07410		0.230927572597224	-1.2
AFUA_6G07420		NA	-0.3
AFUA_6G07430		0.505923147691144	0.5
AFUA_6G07440		0.284590555361868	0.8
AFUA_6G07460		0.192571262500082	1.2
AFUA_6G07470		0.58583731067311	0.5
AFUA_6G07480		NA	0.2
AFUA_6G07490		0.189152431142978	0.9
AFUA_6G07500		0.242656159676726	0.8
AFUA_6G07520		0.0965798033660764	-1.6
AFUA_6G07530		0.263484100271248	-0.9
AFUA_6G07540		0.923093902099877	0.1
AFUA_6G07550		NA	-0.1
AFUA_6G07560		NA	-0.2
AFUA_6G07570		NA	-0.6
AFUA_6G07580		0.112057182636772	1.2
AFUA_6G07590		0.54005688092167	0.7
AFUA_6G07600		0.240245664501049	-1.1
AFUA_6G07610		NA	-0.4
AFUA_6G07620		NA	-0.3
AFUA_6G07630		0.224793259674436	-0.9
AFUA_6G07640		0.823626126587916	0.2
AFUA_6G07650		NA	-0.1
AFUA_6G07660		NA	0.2
AFUA_6G07670		NA	0.5
AFUA_6G07680		0.97824923958288	0
AFUA_6G07690		0.521609282586605	0.5
AFUA_6G07700		NA	0.8
AFUA_6G07710		0.0423908601677669	-1.9
AFUA_6G07720		0.119592249396106	0.9
AFUA_6G07730		NA	-0.6
AFUA_6G07740		0.490850664008588	0.6
AFUA_6G07750		NA	-0.2
AFUA_6G07760		0.493089231758088	-0.5
AFUA_6G07770		0.12435438244625	1.3
AFUA_6G07780		0.0965798033660764	1.7
AFUA_6G07790		NA	0.6
AFUA_6G07800		0.276389064380614	0.7
AFUA_6G07810		0.286363692700472	0.8
AFUA_6G07820		NA	0
AFUA_6G07830		0.253535872995325	0.8
AFUA_6G07840		0.995725919940095	0
AFUA_6G07850		0.991357913507192	0
AFUA_6G07855		NA	0.5
AFUA_6G07860		0.500090825126201	-0.5
AFUA_6G07870		0.237889032782312	0.9
AFUA_6G07880		0.616952365600096	0.4
AFUA_6G07890		0.669505470240723	0.3
AFUA_6G07900		0.949567859022478	-0.1
AFUA_6G07910		0.477854742448711	-0.6
AFUA_6G07920		NA	-0.9
AFUA_6G07930		0.979932899739194	0
AFUA_6G07940		0.905408407275991	-0.2
AFUA_6G07950		0.819129955310034	-0.2
AFUA_6G07960		NA	-0.3
AFUA_6G07970		NA	-0.1
AFUA_6G07980		0.328154444532237	1
AFUA_6G07990		NA	0.8
AFUA_6G08000		NA	-0.7
AFUA_6G08010		0.592219239606022	0.5
AFUA_6G08020		0.766321925334619	-0.3
AFUA_6G08030		NA	-0.5
AFUA_6G08040		0.198324803633854	0.9
AFUA_6G08050		0.344828699862855	-0.8
AFUA_6G08060		NA	0
AFUA_6G08070		0.844769461516256	-0.2
AFUA_6G08080		NA	-1.1
AFUA_6G08100		0.994816093098473	0
AFUA_6G08110		0.303181439274002	0.9
AFUA_6G08120		NA	-0.6
AFUA_6G08130		NA	-0.9
AFUA_6G08140		NA	-1.4
AFUA_6G08155		0.0618493239791441	-1.1
AFUA_6G08160		NA	0.7
AFUA_6G08170		0.120030071643281	1.5
AFUA_6G08200		NA	-0.9
AFUA_6G08210		NA	0.3
AFUA_6G08220		0.992154875518837	0
AFUA_6G08230		0.355160643051726	0.7
AFUA_6G08240		0.0626930934629943	1.5
AFUA_6G08250		0.458760229007089	-0.7
AFUA_6G08260		NA	0.3
AFUA_6G08270		0.171175818936999	0.9
AFUA_6G08280		NA	0.5
AFUA_6G08290		0.67268892612871	0.3
AFUA_6G08300		0.0315953152720589	1.5
AFUA_6G08310		0.10303336320131	-1.3
AFUA_6G08320		0.22364980394059	-1.3
AFUA_6G08330		0.659574189462875	0.3
AFUA_6G08340		NA	-1.4
AFUA_6G08350		NA	-1
AFUA_6G08360		0.985548612069002	0
AFUA_6G08370		NA	0.5
AFUA_6G08380		0.171175818936999	1
AFUA_6G08390		NA	0.6
AFUA_6G08400		NA	0.6
AFUA_6G08410		0.329715305780535	0.8
AFUA_6G08420		0.480735143330991	-0.5
AFUA_6G08430		0.0794674246963762	1.4
AFUA_6G08440		0.661485586068543	0.3
AFUA_6G08450		0.414567711103855	0.7
AFUA_6G08460		NA	-1
AFUA_6G08470		NA	-1.5
AFUA_6G08480		NA	-1.3
AFUA_6G08490		0.00234407387804493	-3.4
AFUA_6G08500		NA	-0.6
AFUA_6G08510		NA	-0.8
AFUA_6G08520		0.859822345887732	-0.2
AFUA_6G08530		0.921103578422586	-0.1
AFUA_6G08540		0.413889500340015	-0.6
AFUA_6G08550		0.791622965254148	-0.2
AFUA_6G08560		0.505673143745299	0.7
AFUA_6G08570		0.164054693670715	1
AFUA_6G08580		0.12435438244625	1.2
AFUA_6G08590		NA	-1.1
AFUA_6G08600		0.834425171095776	-0.2
AFUA_6G08610		NA	-0.1
AFUA_6G08620		NA	0.2
AFUA_6G08630		0.29734374869738	0.8
AFUA_6G08640		0.250408743304633	0.9
AFUA_6G08650		NA	-0.5
AFUA_6G08660		0.905408407275991	-0.1
AFUA_6G08670		NA	-0.8
AFUA_6G08680		NA	-0.4
AFUA_6G08690		0.486642715887031	0.6
AFUA_6G08700		NA	-1.2
AFUA_6G08710		NA	-0.6
AFUA_6G08720		0.151178386803855	1.2
AFUA_6G08730		0.690924754392677	-0.5
AFUA_6G08740		0.361506614006056	-0.9
AFUA_6G08750		0.391585258118338	0.8
AFUA_6G08760		0.815749404348964	0.2
AFUA_6G08770		0.485005607911165	-0.5
AFUA_6G08780		0.921371135506627	0.1
AFUA_6G08790		0.304375118921116	-0.7
AFUA_6G08800		0.14721040764795	1.2
AFUA_6G08810		0.275160688739595	0.8
AFUA_6G08820		0.615231088657051	0.3
AFUA_6G08830		0.949567859022478	-0.1
AFUA_6G08840		NA	-1
AFUA_6G08850		0.0590909685641376	1.5
AFUA_6G08860		0.0260749608389692	1.7
AFUA_6G08870		0.384710334266157	0.6
AFUA_6G08880		0.620235186237976	-0.4
AFUA_6G08890		0.0972352044871219	1.1
AFUA_6G08900		0.129761704761212	1.1
AFUA_6G08910		0.1554979559295	1.2
AFUA_6G08920		0.0468128284056827	1.8
AFUA_6G08930		0.840226958847845	-0.2
AFUA_6G08940		0.697228837029637	-0.4
AFUA_6G08950		NA	-0.1
AFUA_6G08956	AFUA_6G08956	NA	0
AFUA_6G08960		0.341701066603065	-0.8
AFUA_6G08970	AFUA_6G08970	NA	-0.6
AFUA_6G08980		NA	0.3
AFUA_6G08990		0.533042813161257	0.6
AFUA_6G09000		0.97824923958288	0
AFUA_6G09010		0.113400700670779	1.2
AFUA_6G09020		0.916008338613603	-0.1
AFUA_6G09030		0.63070748414854	-0.4
AFUA_6G09040		0.50379181929006	-0.5
AFUA_6G09044	AFUA_6G09044	NA	0
AFUA_6G09046	AFUA_6G09046	NA	0
AFUA_6G09050		NA	-0.8
AFUA_6G09060		0.151178386803855	1.2
AFUA_6G09070		0.348384560661532	0.7
AFUA_6G09080		0.534097007520007	-0.4
AFUA_6G09090		NA	0.8
AFUA_6G09100		0.60934358090606	0.4
AFUA_6G09110		0.518389611931542	0.5
AFUA_6G09120		NA	0.4
AFUA_6G09130		0.0537487994901806	1.4
AFUA_6G09140		NA	-0.3
AFUA_6G09150		0.417262489846709	0.7
AFUA_6G09160		0.868887625564956	-0.2
AFUA_6G09165		NA	-0.1
AFUA_6G09170		0.491348561393585	-0.5
AFUA_6G09180		NA	-0.2
AFUA_6G09190		0.530064175026696	0.6
AFUA_6G09200		NA	0.5
AFUA_6G09210		0.793755746401115	0.3
AFUA_6G09220		0.309887245966872	0.9
AFUA_6G09240		0.901187834727249	0.1
AFUA_6G09250		NA	-1.2
AFUA_6G09260		NA	-0.8
AFUA_6G09292		NA	-1.1
AFUA_6G09300		0.682583030623427	-0.4
AFUA_6G09305		NA	0.4
AFUA_6G09310		0.726183396424969	0.4
AFUA_6G09315		NA	1.6
AFUA_6G09320		NA	0.7
AFUA_6G09335		NA	-0.1
AFUA_6G09340		NA	0.7
AFUA_6G09350		NA	-0.5
AFUA_6G09353		NA	-0.5
AFUA_6G09356		NA	-0.1
AFUA_6G09360		NA	1.2
AFUA_6G09370		NA	-0.2
AFUA_6G09380		NA	0.3
AFUA_6G09390		0.922125639744561	-0.1
AFUA_6G09395		NA	-0.7
AFUA_6G09400		NA	-0.4
AFUA_6G09410		NA	-0.2
AFUA_6G09420		NA	-0.9
AFUA_6G09430		NA	-0.1
AFUA_6G09440		0.705016711912763	-0.4
AFUA_6G09450		NA	0.4
AFUA_6G09500		NA	-0.7
AFUA_6G09520		0.456933222412305	-0.6
AFUA_6G09530		NA	0
AFUA_6G09540		NA	0
AFUA_6G09550		NA	-1
AFUA_6G09560		NA	-1
AFUA_6G09570		NA	-2.9
AFUA_6G09580		NA	-1
AFUA_6G09590		NA	-0.7
AFUA_6G09600		NA	-0.2
AFUA_6G09610		NA	0.4
AFUA_6G09620		NA	0.4
AFUA_6G09630		0.49738040479494	0.6
AFUA_6G09640		NA	-0.1
AFUA_6G09650		NA	-1
AFUA_6G09660		NA	0.3
AFUA_6G09670		NA	0.9
AFUA_6G09680		NA	2.2
AFUA_6G09690		NA	1.8
AFUA_6G09700		NA	1.5
AFUA_6G09710		NA	2.7
AFUA_6G09720		NA	1
AFUA_6G09730		NA	2.2
AFUA_6G09740		NA	2.4
AFUA_6G09745		NA	0.5
AFUA_6G09760		NA	-1.6
AFUA_6G09770		NA	-0.6
AFUA_6G09780		NA	-0.5
AFUA_6G09785		NA	-1.2
AFUA_6G09790		0.133027646099231	-1.7
AFUA_6G09800		NA	-1
AFUA_6G09810		NA	-0.2
AFUA_6G09820		0.0316380046098234	1.7
AFUA_6G09830		NA	0.2
AFUA_6G09850		NA	-1
AFUA_6G09860		NA	-0.4
AFUA_6G09865		NA	-0.2
AFUA_6G09870		NA	0.1
AFUA_6G09880		NA	0
AFUA_6G09890		NA	0.1
AFUA_6G09900		NA	0
AFUA_6G09910		NA	0
AFUA_6G09920		0.764111408220263	0.3
AFUA_6G09930		0.26749101276535	0.9
AFUA_6G09950		0.0950205897553008	1.2
AFUA_6G09960		0.874329097388763	0.2
AFUA_6G09970		NA	-0.4
AFUA_6G09980		0.308652198218666	-0.7
AFUA_6G09990		0.181043690521878	0.9
AFUA_6G10000		NA	-0.1
AFUA_6G10010		0.733064670940479	-0.3
AFUA_6G10020		NA	0.4
AFUA_6G10030		0.336637583095995	-0.7
AFUA_6G10040		NA	-0.6
AFUA_6G10050		0.721118799933388	-0.3
AFUA_6G10060		0.589038065721365	-0.4
AFUA_6G10070		NA	-1.1
AFUA_6G10080		0.840593598529852	-0.3
AFUA_6G10090		0.85712868759895	0.2
AFUA_6G10100		0.916905915396858	-0.1
AFUA_6G10120		0.849491942736918	-0.2
AFUA_6G10130		NA	-1
AFUA_6G10140		0.627914811993686	0.5
AFUA_6G10150		NA	-1
AFUA_6G10160		NA	-0.3
AFUA_6G10170		NA	-1.2
AFUA_6G10180		NA	-0.6
AFUA_6G10190		NA	-0.4
AFUA_6G10200		NA	0
AFUA_6G10210		NA	-0.3
AFUA_6G10220		0.244680739134443	-0.8
AFUA_6G10230		NA	0.1
AFUA_6G10240		0.219662391407838	0.8
AFUA_6G10250		NA	0.4
AFUA_6G10260		0.371942543097146	-0.8
AFUA_6G10280		NA	-0.1
AFUA_6G10290		NA	-0.3
AFUA_6G10300		0.873583931443532	0.1
AFUA_6G10310		NA	-1
AFUA_6G10320		0.109594303684682	1.4
AFUA_6G10330		NA	-0.5
AFUA_6G10340		NA	0.1
AFUA_6G10350		NA	-0.8
AFUA_6G10360		0.725582580842775	-0.3
AFUA_6G10370		0.786674967340034	0.3
AFUA_6G10380		0.171175818936999	-1
AFUA_6G10390		NA	-0.8
AFUA_6G10400		NA	0.4
AFUA_6G10410		0.221683978567872	-0.8
AFUA_6G10420		NA	-0.3
AFUA_6G10430		NA	-1.1
AFUA_6G10440		NA	-1.2
AFUA_6G10450		0.554503499959161	-0.6
AFUA_6G10460		0.203339068539112	1
AFUA_6G10470		0.189026037720004	1.2
AFUA_6G10480		0.684695095657712	0.4
AFUA_6G10490		NA	0.9
AFUA_6G10500		0.219662391407838	0.9
AFUA_6G10510		0.557743773452883	-0.4
AFUA_6G10520		NA	-0.3
AFUA_6G10530		0.218759056463351	1
AFUA_6G10540		0.40462375410488	0.8
AFUA_6G10550		NA	0
AFUA_6G10560		NA	-0.5
AFUA_6G10580		NA	-1.2
AFUA_6G10590		0.634941520582404	0.4
AFUA_6G10600		NA	-0.1
AFUA_6G10610		0.905408407275991	0.1
AFUA_6G10620		0.447398459219252	0.5
AFUA_6G10630		0.868887625564956	0.1
AFUA_6G10640		NA	0.4
AFUA_6G10650		0.94910182322244	0.1
AFUA_6G10660		0.905408407275991	0.1
AFUA_6G10670		NA	0.7
AFUA_6G10680		0.973985046377396	0
AFUA_6G10690		0.968868164481893	0
AFUA_6G10700		0.183819459916451	0.8
AFUA_6G10710		NA	-0.2
AFUA_6G10720		0.0274702664815494	-2.4
AFUA_6G10730		0.985221601835616	0
AFUA_6G10740		NA	0.2
AFUA_6G10750		NA	-0.7
AFUA_6G10760		0.869624618997498	0.2
AFUA_6G10770		0.485174457997712	0.6
AFUA_6G10780		NA	0.1
AFUA_6G10790		0.898467240237651	0.2
AFUA_6G10800		NA	0.1
AFUA_6G10810		NA	-1.4
AFUA_6G10820		NA	-1.5
AFUA_6G10830		0.713088425914139	0.3
AFUA_6G10840		0.535889432525285	-0.5
AFUA_6G10850		NA	0.1
AFUA_6G10860		0.546652735430024	-0.4
AFUA_6G10880		0.661699612811839	-0.5
AFUA_6G10890		0.926254656475334	0.1
AFUA_6G10900		0.910567533630038	-0.1
AFUA_6G10930		0.0858277987415346	-1.4
AFUA_6G10940		0.632904980940166	0.4
AFUA_6G10960		0.399919152181487	-0.9
AFUA_6G10965		NA	-0.9
AFUA_6G10970		0.579120956866222	0.4
AFUA_6G10980		0.318477425206354	-0.6
AFUA_6G10990		0.0618493239791441	1.3
AFUA_6G11000		NA	0.1
AFUA_6G11010		0.765795365174349	-0.2
AFUA_6G11020		NA	-1.5
AFUA_6G11030		0.522383883573502	-0.5
AFUA_6G11040		0.119592249396106	1.1
AFUA_6G11060		0.260981775818052	0.8
AFUA_6G11070		0.0604720970675254	1.4
AFUA_6G11090		NA	0.8
AFUA_6G11100		NA	0.5
AFUA_6G11110		NA	-1.4
AFUA_6G11120		0.0884891517317957	1.4
AFUA_6G11130		0.413895565076352	0.7
AFUA_6G11140		0.632089587945436	-0.3
AFUA_6G11150		0.777457650001149	0.2
AFUA_6G11160		0.0439400944951733	1.5
AFUA_6G11170		NA	-0.8
AFUA_6G11180		NA	-1.2
AFUA_6G11190		0.416097616261004	-0.7
AFUA_6G11200		NA	-0.3
AFUA_6G11210		0.690709416952983	-0.4
AFUA_6G11220		0.958680961485602	-0.1
AFUA_6G11230		0.277452609790364	0.8
AFUA_6G11240		NA	0.2
AFUA_6G11250		0.555547820812429	0.5
AFUA_6G11260		0.146789919721302	1.2
AFUA_6G11270		0.984015228482401	0
AFUA_6G11280		NA	0.6
AFUA_6G11290		NA	-0.6
AFUA_6G11300		0.302976542651196	0.9
AFUA_6G11310		0.0165687457786931	1.8
AFUA_6G11320		NA	-1.2
AFUA_6G11330		NA	-0.5
AFUA_6G11340		NA	-0.3
AFUA_6G11360		0.539088711797511	0.5
AFUA_6G11370		0.788710767314841	-0.2
AFUA_6G11380		0.142862439483143	0.9
AFUA_6G11390		NA	0.5
AFUA_6G11400		0.232305196460286	0.8
AFUA_6G11410		0.629196649236891	0.5
AFUA_6G11420		NA	-0.8
AFUA_6G11430		0.957817302584522	0.1
AFUA_6G11440		NA	-0.3
AFUA_6G11450		0.936016026488519	-0.1
AFUA_6G11460		0.830627181862953	-0.2
AFUA_6G11470		0.684148943902209	0.3
AFUA_6G11480		NA	-0.3
AFUA_6G11490		NA	-0.5
AFUA_6G11500		NA	-0.8
AFUA_6G11510		0.0886632771629538	1.3
AFUA_6G11520		NA	-0.6
AFUA_6G11530		NA	0.4
AFUA_6G11540		NA	-1.1
AFUA_6G11560		0.86915462280334	-0.2
AFUA_6G11570		0.610767243024901	0.4
AFUA_6G11580		NA	-0.4
AFUA_6G11590		NA	0.3
AFUA_6G11600		NA	0.2
AFUA_6G11610		NA	-0.2
AFUA_6G11620		0.276389064380614	0.7
AFUA_6G11630		NA	-0.5
AFUA_6G11640		NA	-0.3
AFUA_6G11650		NA	-0.2
AFUA_6G11660		0.80536314174781	-0.2
AFUA_6G11670		0.579720504012429	-0.7
AFUA_6G11680		0.607725788507879	-0.7
AFUA_6G11700		NA	-0.8
AFUA_6G11710		NA	0
AFUA_6G11720		NA	-0.4
AFUA_6G11740		NA	1.2
AFUA_6G11750		NA	-1.5
AFUA_6G11760		NA	-1.1
AFUA_6G11770		NA	-1.6
AFUA_6G11780		NA	-2.8
AFUA_6G11790		NA	-0.4
AFUA_6G11800		NA	0.9
AFUA_6G11810		NA	-0.1
AFUA_6G11820		NA	-0.1
AFUA_6G11840		NA	-1.1
AFUA_6G11850		NA	-0.7
AFUA_6G11870		NA	-1.2
AFUA_6G11880		NA	-0.6
AFUA_6G11890		NA	-0.5
AFUA_6G11900		NA	-0.4
AFUA_6G11910		NA	0.6
AFUA_6G11920		NA	-0.9
AFUA_6G11930		0.207305426020015	-1.1
AFUA_6G11950		NA	-0.1
AFUA_6G11960		NA	0.7
AFUA_6G11970		NA	-0.9
AFUA_6G11980		NA	-1.2
AFUA_6G11990		0.341701066603065	-0.9
AFUA_6G12000		0.198324803633854	-1.3
AFUA_6G12010		NA	0.5
AFUA_6G12020		NA	-0.5
AFUA_6G12030		NA	0.1
AFUA_6G12040		NA	0.1
AFUA_6G12050		NA	-1.7
AFUA_6G12060		NA	-1.7
AFUA_6G12070		NA	-0.8
AFUA_6G12080		0.297009945789147	0.9
AFUA_6G12090		NA	-1.1
AFUA_6G12100		NA	-0.8
AFUA_6G12110		NA	-2
AFUA_6G12120		NA	0
AFUA_6G12130		NA	-0.8
AFUA_6G12140		NA	-0.6
AFUA_6G12145		NA	-0.3
AFUA_6G12150		NA	-1.6
AFUA_6G12160		NA	-0.2
AFUA_6G12170		0.801249876654916	-0.3
AFUA_6G12180		0.263814796657358	-0.9
AFUA_6G12190		NA	-0.6
AFUA_6G12200		NA	-1
AFUA_6G12210		NA	0.1
AFUA_6G12220		0.737780927302071	-0.3
AFUA_6G12230		NA	0.5
AFUA_6G12240		NA	1
AFUA_6G12250		0.615671767830682	-0.5
AFUA_6G12270		0.413895565076352	-0.5
AFUA_6G12280		0.973728213884746	0
AFUA_6G12290		0.118602478253853	-1.4
AFUA_6G12300		0.693947451244415	0.3
AFUA_6G12310		0.653892139167519	0.4
AFUA_6G12320		0.111354843039165	1.3
AFUA_6G12330		0.345032549622437	0.9
AFUA_6G12340		0.683353157028369	-0.4
AFUA_6G12345	AFUA_6G12345	NA	0.8
AFUA_6G12350		0.653952888759023	-0.4
AFUA_6G12360		0.580807988986443	0.5
AFUA_6G12370		0.223522073637888	-0.8
AFUA_6G12380		NA	0
AFUA_6G12390		0.653952888759023	0.3
AFUA_6G12395	AFUA_6G12395	NA	0
AFUA_6G12400		NA	0.5
AFUA_6G12410		NA	0.4
AFUA_6G12420		NA	0.1
AFUA_6G12430		0.958680961485602	-0.1
AFUA_6G12440		0.0761317400140408	1.2
AFUA_6G12450		0.882696600857574	0.1
AFUA_6G12460		NA	-1.4
AFUA_6G12470		NA	-0.6
AFUA_6G12480		NA	-0.9
AFUA_6G12490		0.977372256630342	0
AFUA_6G12500		0.91876795644965	-0.1
AFUA_6G12522		0.911206748959315	-0.1
AFUA_6G12530		0.705016711912763	0.3
AFUA_6G12540		0.466818517361403	0.5
AFUA_6G12550		0.773338112780203	0.3
AFUA_6G12560		0.861131829206828	0.2
AFUA_6G12570		0.898091331279461	0.1
AFUA_6G12580		0.720405129306913	0.3
AFUA_6G12590		0.950249641173877	-0.1
AFUA_6G12600		0.992375777200396	0
AFUA_6G12610		0.458760229007089	0.5
AFUA_6G12620		0.190841650113417	0.9
AFUA_6G12630		0.427689612761662	0.5
AFUA_6G12640		0.0257177129619017	1.7
AFUA_6G12650		0.409858690606875	0.7
AFUA_6G12660		0.224793259674436	1
AFUA_6G12670		NA	-0.3
AFUA_6G12680		0.516587470684356	-0.7
AFUA_6G12690		0.733064670940479	-0.3
AFUA_6G12700		NA	-0.2
AFUA_6G12710		0.844769461516256	0.2
AFUA_6G12720		0.19569992810333	1.1
AFUA_6G12730		0.327125171645966	-0.9
AFUA_6G12740		0.136331098353036	1.1
AFUA_6G12750		0.895802551492413	0.1
AFUA_6G12760		0.958680961485602	0
AFUA_6G12770		0.735795781266683	-0.3
AFUA_6G12780		0.597113659138567	0.7
AFUA_6G12790		0.809560711924227	0.2
AFUA_6G12800		NA	-0.5
AFUA_6G12820		NA	-0.6
AFUA_6G12830		0.90324583615804	-0.1
AFUA_6G12840		NA	-0.9
AFUA_6G12860		0.41750909005444	0.6
AFUA_6G12870		0.910847447215357	0.1
AFUA_6G12880		NA	0
AFUA_6G12890		0.0919076296558359	-1.3
AFUA_6G12900		0.139929739864992	1.1
AFUA_6G12910		0.221938288804774	1.2
AFUA_6G12920		0.0903092277471158	1.3
AFUA_6G12930		0.853712521692275	-0.2
AFUA_6G12940		0.880887849519142	0.1
AFUA_6G12950		0.313435882255492	-0.8
AFUA_6G12960		0.0349349241211535	1.7
AFUA_6G12970		0.17867957193403	0.9
AFUA_6G12980		NA	0.1
AFUA_6G12990		0.0930857260058073	1.1
AFUA_6G13010		0.618073765096149	0.4
AFUA_6G13020		0.51284242550547	0.5
AFUA_6G13030		0.894900176264785	-0.1
AFUA_6G13050		0.0828766059702779	-1.4
AFUA_6G13060		0.610774499226863	-0.5
AFUA_6G13070		0.918868818614092	0.1
AFUA_6G13080		NA	0.3
AFUA_6G13090		NA	0.8
AFUA_6G13100		NA	0.6
AFUA_6G13110		NA	0.5
AFUA_6G13120		0.934595649124048	-0.1
AFUA_6G13130		0.326096510798827	0.9
AFUA_6G13140		0.393914317900715	0.6
AFUA_6G13150		0.962372945174721	0
AFUA_6G13160		NA	0.3
AFUA_6G13170		NA	-0.5
AFUA_6G13180		NA	0.3
AFUA_6G13190		0.0983536667063235	1.5
AFUA_6G13200		0.86915462280334	-0.1
AFUA_6G13210		0.714651476585121	0.4
AFUA_6G13220		0.0972181352955003	1.3
AFUA_6G13230		0.607725788507879	0.4
AFUA_6G13250		0.180156356081337	1.1
AFUA_6G13260		0.171175818936999	1
AFUA_6G13270		NA	-1.4
AFUA_6G13280		0.583098711528923	-0.5
AFUA_6G13283	AFUA_6G13283	NA	-0.4
AFUA_6G13286	AFUA_6G13286	NA	-0.5
AFUA_6G13290		0.230958214656545	1
AFUA_6G13300		0.171015077807896	0.8
AFUA_6G13310		0.660321868082719	0.3
AFUA_6G13320		0.0997308608439177	-1.6
AFUA_6G13330		0.313889217445353	-0.9
AFUA_6G13340		0.577327191262527	0.7
AFUA_6G13345	AFUA_6G13345	NA	0.6
AFUA_6G13346		NA	1.3
AFUA_6G13350		NA	-0.1
AFUA_6G13356	AFUA_6G13356	NA	0
AFUA_6G13360		0.307525022835008	0.8
